Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,CellName_encoded,Hour,DayOfWeek,Anomaly,Anomaly_Probability
1900-01-01 18:00:00,7ALTE,0.199,1.095,0.263,0.033,33.757,1.042,1.154,0.01,4.0,2.0,6.0,22,18,0,1,0.97944874
1900-01-01 10:45:00,3CLTE,2.09,0.498,0.064,0.055,4.415,3.237,1.015,0.995,2.0,2.0,4.0,9,10,0,1,0.9942577
1900-01-01 16:15:00,6BLTE,21.691,4.876,1.61,0.108,49.621,1.527,1.303,0.01,6.0,4.0,10.0,17,16,0,1,0.5016447
1900-01-01 15:15:00,4ALTE,7.065,1.393,0.459,0.054,29.617,1.292,1.144,1.005,4.0,3.0,7.0,10,15,0,1,0.9577282
1900-01-01 14:45:00,10BLTE,4.677,1.194,0.321,0.03,20.373,0.68,1.095,1.015,4.0,3.0,7.0,1,14,0,1,0.9931398
1900-01-01 00:30:00,8BLTE,13.532,1.891,0.524,0.058,14.675,0.935,1.194,1.075,5.0,4.0,9.0,29,0,0,1,0.851464
1900-01-01 04:15:00,6BLTE,10.05,9.154,5.181,0.596,63.742,45.951,1.104,0.01,4.0,3.0,7.0,17,4,0,1,0.6712861
1900-01-01 19:30:00,9ALTE,3.085,0.995,0.222,0.029,24.898,0.467,1.045,1.005,3.0,2.0,5.0,31,19,0,1,0.9909401
1900-01-01 02:30:00,4BLTE,8.358,0.796,0.133,0.019,7.643,0.539,1.104,1.035,5.0,3.0,8.0,11,2,0,1,0.9871798
1900-01-01 05:15:00,6WLTE,0.597,2.189,0.257,0.035,5.272,0.315,1.204,0.01,4.0,2.0,6.0,21,5,0,1,0.65567935
1900-01-01 00:30:00,5ALTE,4.876,1.194,0.254,0.036,5.501,0.323,1.095,1.015,5.0,3.0,8.0,13,0,0,1,0.9893463
1900-01-01 01:45:00,10ALTE,5.075,1.194,0.356,0.03,9.097,0.279,1.055,1.025,3.0,3.0,6.0,0,1,0,1,0.9733567
1900-01-01 18:30:00,10BLTE,4.876,0.697,0.089,0.021,5.017,0.262,1.045,1.005,3.0,2.0,5.0,1,18,0,1,0.98941785
1900-01-01 07:00:00,7WLTE,0.597,0.896,0.032,0.012,0.465,0.11,1.045,0.01,3.0,2.0,5.0,27,7,0,1,0.87623
1900-01-01 07:00:00,6ALTE,1.393,0.498,0.109,0.015,3.956,0.128,1.005,0.01,2.0,2.0,4.0,16,7,0,1,0.97502905
1900-01-01 07:00:00,4CLTE,5.97,0.597,0.144,0.018,3.202,0.261,1.065,1.005,3.0,3.0,6.0,12,7,0,1,0.9931351
1900-01-01 22:45:00,10BLTE,3.781,1.095,0.363,0.036,14.499,1.678,1.035,1.005,3.0,2.0,5.0,1,22,0,1,0.987252
1900-01-01 06:00:00,3ALTE,5.274,1.493,0.387,0.031,8.721,0.293,1.085,1.015,3.0,3.0,6.0,7,6,0,1,0.9783237
1900-01-01 19:15:00,6WLTE,1.99,4.179,0.718,0.062,22.285,0.988,1.194,0.01,5.0,3.0,8.0,21,19,0,1,0.7227603
1900-01-01 01:15:00,4ALTE,2.09,0.498,0.087,0.016,4.369,0.344,1.005,0.995,2.0,2.0,4.0,10,1,0,1,0.9944964
1900-01-01 14:00:00,10ALTE,10.348,1.493,0.582,0.04,14.018,0.443,1.104,1.065,4.0,3.0,7.0,0,14,0,1,0.9166507
1900-01-01 21:15:00,7ULTE,1.194,3.284,0.677,0.05,18.968,0.794,1.144,0.01,4.0,4.0,8.0,25,21,0,1,0.78839827
1900-01-01 06:15:00,7WLTE,1.393,1.99,0.347,0.096,6.864,1.951,1.015,0.01,2.0,2.0,4.0,27,6,0,1,0.8663768
1900-01-01 17:00:00,5BLTE,13.333,1.791,0.479,0.047,40.43,0.588,1.174,1.055,5.0,4.0,9.0,14,17,0,1,0.92394376
1900-01-01 23:00:00,4ALTE,5.771,1.791,0.384,0.03,19.351,0.533,1.075,1.015,3.0,3.0,6.0,10,23,0,1,0.99344516
1900-01-01 22:45:00,4BLTE,19.403,3.085,1.177,0.121,40.344,2.743,1.393,1.154,6.0,4.0,10.0,11,22,0,1,0.50952715
1900-01-01 07:15:00,6BLTE,5.174,4.378,3.5,0.327,63.207,45.043,1.045,0.01,3.0,3.0,6.0,17,7,0,1,0.61570394
1900-01-01 06:15:00,6VLTE,0.299,0.896,0.048,0.011,0.472,0.152,1.035,0.01,3.0,2.0,5.0,20,6,0,1,0.94192076
1900-01-01 05:00:00,7ULTE,0.299,0.995,0.048,0.012,3.769,0.646,1.025,0.01,3.0,2.0,5.0,25,5,0,1,0.9639959
1900-01-01 13:30:00,3ALTE,14.527,2.985,0.946,0.06,38.248,0.697,1.214,1.104,5.0,4.0,9.0,7,13,0,1,0.7630452
1900-01-01 07:00:00,6VLTE,0.299,0.995,0.025,0.01,1.225,0.098,1.035,0.01,3.0,2.0,5.0,20,7,0,1,0.9401308
1900-01-01 16:30:00,10CLTE,5.672,0.597,0.153,0.021,8.644,0.398,1.025,0.995,3.0,2.0,5.0,2,16,0,1,0.9969643
1900-01-01 23:15:00,5BLTE,8.955,1.393,0.146,0.019,6.943,0.345,1.055,1.025,5.0,3.0,8.0,14,23,0,1,0.9832718
1900-01-01 19:45:00,6ULTE,1.294,2.09,0.201,0.033,8.936,0.885,1.104,0.01,4.0,3.0,7.0,19,19,0,1,0.9125124
1900-01-01 10:30:00,7VLTE,1.095,1.095,0.074,0.058,2.34,3.311,1.045,0.01,3.0,2.0,5.0,26,10,0,1,0.92295
1900-01-01 01:45:00,8BLTE,6.766,1.194,0.312,0.039,5.715,1.337,1.085,1.065,4.0,3.0,7.0,29,1,0,1,0.93687725
1900-01-01 03:45:00,4BLTE,11.144,0.697,0.07,0.013,6.165,0.355,1.124,1.005,4.0,2.0,6.0,11,3,0,1,0.9920471
1900-01-01 23:00:00,5CLTE,8.756,1.294,0.36,0.039,21.091,0.525,1.134,1.035,5.0,4.0,9.0,15,23,0,1,0.97437525
1900-01-01 12:45:00,5BLTE,12.836,1.294,0.429,0.047,35.272,0.854,1.164,1.035,5.0,3.0,8.0,14,12,0,1,0.92734057
1900-01-01 15:45:00,10CLTE,5.373,2.09,0.706,0.036,15.925,0.521,1.065,1.065,3.0,3.0,6.0,2,15,0,1,0.85174924
1900-01-01 15:30:00,4ALTE,6.269,1.095,0.271,0.057,23.595,5.035,1.075,1.025,3.0,3.0,6.0,10,15,0,1,0.99553525
1900-01-01 01:00:00,10ALTE,7.761,0.796,0.216,0.036,8.753,1.203,1.075,1.015,3.0,3.0,6.0,0,1,0,1,0.9920094
1900-01-01 10:30:00,3BLTE,7.562,0.995,0.115,0.033,8.162,1.989,1.124,1.045,5.0,5.0,10.0,8,10,0,1,0.97351396
1900-01-01 23:00:00,1CLTE,36.716,6.269,2.402,0.309,31.765,1.118,1.92,1.393,9.0,7.0,16.0,5,23,0,1,0.66671836
1900-01-01 16:15:00,8CLTE,2.786,1.194,0.716,0.023,24.611,0.427,1.025,1.005,3.0,2.0,5.0,30,16,0,1,0.99306506
1900-01-01 06:45:00,3CLTE,0.398,0.398,0.006,0.004,0.042,0.038,0.995,0.995,1.0,1.0,2.0,9,6,0,1,0.99652004
1900-01-01 21:15:00,8ALTE,15.622,2.786,0.811,0.068,71.811,0.834,1.254,1.075,5.0,4.0,9.0,28,21,0,1,0.6988265
1900-01-01 21:15:00,7WLTE,0.597,1.791,0.241,0.025,11.1,0.287,1.065,0.01,4.0,2.0,6.0,27,21,0,1,0.92392397
1900-01-01 11:45:00,5ALTE,4.677,1.095,0.336,0.054,19.133,1.669,1.144,1.124,4.0,4.0,8.0,13,11,0,1,0.86451906
1900-01-01 04:45:00,4CLTE,6.368,0.896,0.248,0.028,6.616,0.374,1.025,1.005,4.0,2.0,6.0,12,4,0,1,0.9919967
1900-01-01 04:30:00,6CLTE,1.194,0.398,0.013,0.008,0.287,0.157,0.995,0.01,2.0,1.0,3.0,18,4,0,1,0.98974764
1900-01-01 08:45:00,4BLTE,10.249,5.771,1.748,0.101,13.003,0.482,1.095,1.015,5.0,4.0,9.0,11,8,0,1,0.9674137
1900-01-01 20:15:00,7WLTE,1.891,1.891,0.286,0.054,8.743,3.058,1.104,0.01,4.0,3.0,7.0,27,20,0,1,0.9210828
1900-01-01 10:00:00,7ULTE,0.697,1.194,0.096,0.021,5.032,0.308,1.055,0.01,4.0,2.0,6.0,25,10,0,1,0.9517939
1900-01-01 03:00:00,3ALTE,3.582,0.896,0.409,0.018,14.749,0.429,1.035,0.995,4.0,2.0,6.0,7,3,0,1,0.98789525
1900-01-01 01:00:00,4BLTE,11.841,2.985,0.815,0.057,9.275,1.425,1.204,1.045,5.0,4.0,9.0,11,1,0,1,0.86099535
1900-01-01 21:45:00,7WLTE,0.597,1.393,0.271,0.041,14.679,0.899,1.144,0.01,6.0,4.0,10.0,27,21,0,1,0.8597889
1900-01-01 10:45:00,4ALTE,2.687,0.796,0.256,0.025,25.833,0.75,1.035,0.995,3.0,2.0,5.0,10,10,0,1,0.98648757
1900-01-01 02:15:00,1BLTE,11.244,1.194,0.366,0.061,14.14,1.019,1.204,1.025,5.0,3.0,8.0,4,2,0,1,0.98759913
1900-01-01 01:00:00,7ULTE,0.597,1.393,0.159,0.023,6.159,0.507,1.085,0.01,4.0,3.0,7.0,25,1,0,1,0.80715185
1900-01-01 13:15:00,10ALTE,12.637,2.09,0.926,0.076,66.897,0.89,1.194,1.104,4.0,4.0,8.0,0,13,0,1,0.71054304
1900-01-01 15:00:00,7CLTE,0.1,0.498,0.021,0.01,1.225,0.122,1.025,0.01,3.0,2.0,5.0,24,15,0,1,0.9950635
1900-01-01 12:45:00,10ALTE,10.746,1.095,0.229,0.027,6.567,0.706,1.075,1.015,4.0,3.0,7.0,0,12,0,1,0.9956358
1900-01-01 10:15:00,7ULTE,0.796,1.99,0.317,0.043,7.708,1.198,1.124,0.01,4.0,2.0,6.0,25,10,0,1,0.92132837
1900-01-01 13:45:00,2ALTE,0.299,0.398,0.015,0.003,0.084,0.011,0.995,0.01,1.0,1.0,2.0,6,13,0,1,0.9969867
1900-01-01 11:00:00,2ALTE,0.0,0.398,0.021,0.009,0.052,0.016,0.995,0.01,1.0,1.0,2.0,6,11,0,1,0.99530494
1900-01-01 22:15:00,6CLTE,5.97,1.692,0.32,0.03,11.87,0.331,1.095,0.01,5.0,3.0,8.0,18,22,0,1,0.8920406
1900-01-01 03:00:00,9BLTE,0.697,0.398,0.019,0.009,0.262,0.178,1.005,0.995,2.0,1.0,3.0,32,3,0,1,0.9982237
1900-01-01 07:00:00,1ALTE,3.582,1.393,0.254,0.033,12.426,0.386,1.015,0.995,2.0,2.0,4.0,3,7,0,1,0.97339106
1900-01-01 23:15:00,3BLTE,10.547,1.294,0.214,0.034,12.342,0.489,1.134,1.035,4.0,4.0,8.0,8,23,0,1,0.97975004
1900-01-01 14:00:00,2ALTE,0.1,0.398,0.003,0.006,0.004,0.007,0.995,0.01,1.0,1.0,2.0,6,14,0,1,0.9978818
1900-01-01 16:30:00,3CLTE,7.761,1.294,0.543,0.049,18.041,0.649,1.134,1.035,4.0,3.0,7.0,9,16,0,1,0.96526617
1900-01-01 13:15:00,7ALTE,0.1,0.796,0.148,0.027,6.477,0.73,1.035,0.01,3.0,2.0,5.0,22,13,0,1,0.9819626
1900-01-01 15:30:00,9BLTE,3.383,0.995,0.803,0.041,23.389,0.851,1.045,1.005,4.0,3.0,7.0,32,15,0,1,0.9892378
1900-01-01 12:45:00,5BLTE,13.333,1.493,0.205,0.053,5.649,1.468,1.244,1.085,6.0,5.0,11.0,14,12,0,1,0.8042039
1900-01-01 19:45:00,10ALTE,15.124,1.692,0.634,0.296,71.65,25.881,1.194,1.075,5.0,4.0,9.0,0,19,0,1,0.8572238
1900-01-01 10:30:00,6VLTE,0.896,1.891,0.235,0.035,17.513,0.485,1.114,0.01,5.0,3.0,8.0,20,10,0,1,0.87187344
1900-01-01 00:15:00,4BLTE,19.104,9.652,2.949,0.144,33.397,1.075,1.522,1.284,7.0,5.0,12.0,11,0,0,1,0.52583164
1900-01-01 04:00:00,6ULTE,0.299,1.095,0.202,0.039,5.508,0.792,1.025,0.01,3.0,2.0,5.0,19,4,0,1,0.96377665
1900-01-01 12:30:00,7ULTE,0.896,1.493,0.234,0.038,15.648,0.72,1.134,0.01,4.0,2.0,6.0,25,12,0,1,0.92236227
1900-01-01 15:30:00,2ALTE,0.1,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15,0,1,0.9970392
1900-01-01 14:00:00,6VLTE,1.791,2.687,0.347,0.048,6.56,1.168,1.274,0.01,6.0,4.0,10.0,20,14,0,1,0.63455343
1900-01-01 04:30:00,4ALTE,0.796,0.498,0.14,0.024,5.452,0.32,1.065,0.995,2.0,2.0,4.0,10,4,0,1,0.99257576
1900-01-01 09:15:00,4BLTE,8.756,0.995,0.226,0.027,15.854,0.838,1.124,1.015,4.0,3.0,7.0,11,9,0,1,0.9929148
1900-01-01 07:15:00,6VLTE,0.796,1.194,0.072,0.021,1.728,0.226,1.035,0.01,3.0,2.0,5.0,20,7,0,1,0.86562926
1900-01-01 16:15:00,2ALTE,0.299,0.398,0.005,0.004,0.049,0.02,0.995,0.01,1.0,1.0,2.0,6,16,0,1,0.9968008
1900-01-01 19:00:00,3CLTE,6.766,3.085,1.789,0.088,41.588,1.261,1.174,1.035,4.0,4.0,8.0,9,19,0,1,0.94357264
1900-01-01 11:45:00,8BLTE,8.856,1.194,0.306,0.037,24.042,0.566,1.124,1.025,5.0,3.0,8.0,29,11,0,1,0.9959739
1900-01-01 03:45:00,6BLTE,12.239,1.592,0.309,0.028,7.115,0.501,1.095,0.01,5.0,3.0,8.0,17,3,0,1,0.8524458
1900-01-01 06:15:00,2ALTE,0.0,0.398,0.002,0.004,0.002,0.004,0.995,0.01,1.0,1.0,2.0,6,6,0,1,0.99446636
1900-01-01 01:45:00,1BLTE,18.806,3.184,0.939,0.097,19.776,2.951,1.333,1.055,7.0,4.0,11.0,4,1,0,1,0.89647585
1900-01-01 22:15:00,3BLTE,9.154,3.483,1.202,0.037,31.758,0.616,1.104,1.015,4.0,3.0,7.0,8,22,0,1,0.97851324
1900-01-01 06:45:00,1ALTE,1.095,0.398,0.045,0.01,2.18,0.124,1.015,0.995,2.0,2.0,4.0,3,6,0,1,0.9955382
1900-01-01 11:15:00,4CLTE,22.587,2.09,0.513,0.142,12.993,3.266,1.224,1.154,6.0,5.0,11.0,12,11,0,1,0.85803294
1900-01-01 05:00:00,1CLTE,18.806,1.692,0.408,0.054,39.901,2.94,1.164,1.055,5.0,4.0,9.0,5,5,0,1,0.8646381
1900-01-01 07:30:00,10ALTE,5.771,0.995,0.292,0.031,8.639,0.406,1.095,1.025,3.0,3.0,6.0,0,7,0,1,0.9817462
1900-01-01 04:45:00,7CLTE,0.0,0.398,0.085,0.013,3.506,0.367,1.015,0.01,2.0,1.0,3.0,24,4,0,1,0.9869639
1900-01-01 21:30:00,1CLTE,34.029,4.776,2.802,0.347,33.873,1.748,1.95,1.353,8.0,7.0,15.0,5,21,0,1,0.69245464
1900-01-01 08:00:00,8ALTE,6.468,0.896,0.207,0.031,8.507,1.931,1.055,1.015,4.0,2.0,6.0,28,8,0,1,0.98734623
1900-01-01 23:30:00,7ULTE,0.498,0.896,0.031,0.022,1.016,0.195,1.045,0.01,3.0,2.0,5.0,25,23,0,1,0.8857782
1900-01-01 21:45:00,9ALTE,2.985,2.985,1.407,0.06,10.061,0.612,1.055,1.005,4.0,3.0,7.0,31,21,0,1,0.9767715
1900-01-01 11:00:00,10ALTE,8.955,2.189,0.498,0.036,7.742,0.309,1.134,1.114,4.0,3.0,7.0,0,11,0,1,0.85985297
1900-01-01 16:30:00,9ALTE,3.582,0.896,0.256,0.025,13.514,0.38,1.045,1.005,3.0,2.0,5.0,31,16,0,1,0.9894855
1900-01-01 21:30:00,7ALTE,0.199,0.796,0.249,0.027,23.564,0.497,1.104,0.01,4.0,2.0,6.0,22,21,0,1,0.9865584
1900-01-01 11:15:00,3BLTE,9.95,1.393,0.338,0.035,25.803,1.06,1.114,1.025,5.0,3.0,8.0,8,11,0,1,0.983853
1900-01-01 20:45:00,7ULTE,0.498,1.095,0.059,0.017,1.911,0.465,1.065,0.01,4.0,2.0,6.0,25,20,0,1,0.9513178
1900-01-01 05:00:00,6ULTE,0.498,2.189,0.795,0.042,18.891,0.533,1.075,0.01,3.0,2.0,5.0,19,5,0,1,0.8885574
1900-01-01 08:15:00,7CLTE,0.1,0.697,0.566,0.043,7.15,0.444,1.045,0.01,3.0,2.0,5.0,24,8,0,1,0.97618616
1900-01-01 23:15:00,9BLTE,6.866,1.294,0.783,0.055,34.263,4.488,1.085,1.025,3.0,3.0,6.0,32,23,0,1,0.9694827
1900-01-01 12:15:00,5CLTE,5.771,2.09,0.723,0.022,39.074,0.432,1.065,1.005,4.0,2.0,6.0,15,12,0,1,0.9840763
1900-01-01 20:30:00,4CLTE,14.428,1.891,0.566,0.056,45.046,0.703,1.214,1.154,6.0,5.0,11.0,12,20,0,1,0.81919545
1900-01-01 00:30:00,6WLTE,1.294,4.08,1.205,0.049,20.533,1.188,1.104,0.01,4.0,3.0,7.0,21,0,0,1,0.7740404
1900-01-01 05:30:00,9ALTE,1.692,0.697,0.256,0.026,11.144,0.488,1.015,0.995,2.0,2.0,4.0,31,5,0,1,0.9927757
1900-01-01 06:00:00,1BLTE,2.189,0.498,0.044,0.016,2.488,0.269,1.035,0.995,3.0,2.0,5.0,4,6,0,1,0.99377114
1900-01-01 08:15:00,7ULTE,0.498,2.189,0.373,0.02,8.343,0.241,1.055,0.01,3.0,2.0,5.0,25,8,0,1,0.875542
1900-01-01 07:00:00,7CLTE,0.1,0.398,0.071,0.008,2.101,0.225,1.025,0.01,3.0,2.0,5.0,24,7,0,1,0.9941062
1900-01-01 09:00:00,8BLTE,4.179,0.896,0.326,0.054,10.454,0.38,1.055,1.005,3.0,2.0,5.0,29,9,0,1,0.9938955
1900-01-01 18:00:00,10BLTE,2.687,0.796,0.395,0.036,11.893,0.641,1.055,1.005,3.0,2.0,5.0,1,18,0,1,0.9946262
