Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,CellName_encoded,Hour,DayOfWeek,Anomaly,Anomaly_Probability
1900-01-01 13:45:00,6ULTE,2.425,2.93,0.467,0.09,20.602,2.749,1.445,0.01,6.0,3.0,9.0,19,13,0,0,0.0375627
1900-01-01 23:15:00,10CLTE,7.781,1.92,0.57,0.056,15.121,0.749,1.132,1.031,4.0,3.0,7.0,2,23,0,0,0.010074196
1900-01-01 16:15:00,8CLTE,6.366,0.909,0.25,0.038,14.076,1.145,1.081,1.031,3.0,3.0,6.0,30,16,0,0,0.0017887427
1900-01-01 18:15:00,4CLTE,18.896,3.537,1.165,0.069,48.701,1.093,1.324,1.374,6.0,5.0,11.0,12,18,0,0,0.13792977
1900-01-01 00:15:00,8ALTE,13.844,2.728,0.901,0.067,17.966,0.751,1.273,1.091,5.0,5.0,10.0,28,0,0,0,0.13492604
1900-01-01 00:00:00,6VLTE,2.526,7.478,0.784,0.058,33.642,1.129,1.253,0.01,6.0,4.0,10.0,20,0,0,0,0.124465406
1900-01-01 20:45:00,5BLTE,15.158,3.133,0.72,0.067,22.131,0.857,1.253,1.213,6.0,4.0,10.0,14,20,0,0,0.09522741
1900-01-01 15:30:00,3CLTE,8.791,0.909,0.129,0.027,10.841,1.347,1.091,1.041,4.0,3.0,7.0,9,15,0,0,0.009301239
1900-01-01 15:15:00,1CLTE,32.74,6.265,1.296,0.154,29.847,6.036,1.586,1.364,8.0,6.0,14.0,5,15,0,0,0.124171585
1900-01-01 00:30:00,1BLTE,9.802,1.516,0.781,0.033,70.018,0.881,1.132,1.031,4.0,3.0,7.0,4,0,0,0,0.009077134
1900-01-01 20:15:00,10CLTE,11.318,1.011,0.245,0.06,9.595,3.85,1.172,1.051,4.0,4.0,8.0,2,20,0,0,0.01433637
1900-01-01 02:30:00,4ALTE,0.707,0.404,0.055,0.011,1.784,0.17,1.021,1.011,2.0,1.0,3.0,10,2,0,0,0.0009617387
1900-01-01 20:45:00,4BLTE,22.332,3.133,1.101,0.096,31.655,1.252,1.405,1.162,6.0,5.0,11.0,11,20,0,0,0.17953932
1900-01-01 14:30:00,9ALTE,9.6,1.112,0.245,0.041,10.971,0.544,1.132,1.031,4.0,3.0,7.0,31,14,0,0,0.00331224
1900-01-01 18:45:00,3ALTE,13.238,1.112,0.259,0.038,13.218,0.879,1.152,1.051,4.0,3.0,7.0,7,18,0,0,0.010229567
1900-01-01 16:45:00,4BLTE,27.991,3.335,0.816,0.209,17.64,21.958,1.546,1.223,7.0,5.0,12.0,11,16,0,0,0.057856925
1900-01-01 10:15:00,9ALTE,15.158,1.415,0.4,0.054,26.839,0.734,1.202,1.071,4.0,5.0,9.0,31,10,0,0,0.047608126
1900-01-01 10:15:00,4ALTE,4.143,0.505,0.062,0.017,4.846,0.384,1.081,1.021,3.0,2.0,5.0,10,10,0,0,0.00050694484
1900-01-01 00:15:00,6CLTE,2.627,0.808,0.532,0.031,12.131,1.261,1.031,0.01,3.0,2.0,5.0,18,0,0,0,0.06163868
1900-01-01 03:00:00,5CLTE,2.829,0.404,0.01,0.009,0.856,1.291,1.031,1.011,2.0,2.0,4.0,15,3,0,0,0.0019460605
1900-01-01 05:15:00,9BLTE,0.404,0.404,0.009,0.006,0.227,0.105,1.011,1.011,2.0,1.0,3.0,32,5,0,0,0.0007802823
1900-01-01 08:00:00,5BLTE,18.088,3.335,1.57,0.084,39.723,1.193,1.233,1.081,4.0,4.0,8.0,14,8,0,0,0.055924412
1900-01-01 06:45:00,10CLTE,1.718,0.505,0.038,0.009,1.799,0.194,1.031,1.011,2.0,2.0,4.0,2,6,0,0,0.0021179153
1900-01-01 08:30:00,1CLTE,22.332,2.728,0.755,0.091,11.498,0.841,1.415,1.233,6.0,6.0,12.0,5,8,0,0,0.044824768
1900-01-01 21:45:00,7WLTE,0.606,1.718,0.286,0.033,19.952,2.034,1.091,0.01,3.0,2.0,5.0,27,21,0,0,0.09844843
1900-01-01 12:30:00,4BLTE,29.305,5.457,1.504,0.193,20.563,8.119,1.768,1.253,9.0,6.0,15.0,11,12,0,0,0.035102855
1900-01-01 21:30:00,3CLTE,3.335,0.606,0.097,0.025,3.617,0.299,1.101,1.021,3.0,2.0,5.0,9,21,0,0,0.0017008657
1900-01-01 11:45:00,6VLTE,1.011,1.718,0.117,0.016,3.466,0.181,1.132,0.01,4.0,3.0,7.0,20,11,0,0,0.09731052
1900-01-01 10:45:00,3BLTE,26.98,5.053,1.534,0.134,26.739,0.735,1.597,1.455,7.0,7.0,14.0,8,10,0,0,0.022168698
1900-01-01 09:45:00,7BLTE,0.909,3.436,0.951,0.087,66.65,3.76,1.516,0.01,7.0,3.0,10.0,23,9,0,0,0.0047946684
1900-01-01 11:30:00,10BLTE,10.206,1.011,0.189,0.064,10.521,10.329,1.132,1.031,4.0,3.0,7.0,1,11,0,0,0.004759363
1900-01-01 12:30:00,5BLTE,27.688,4.648,1.564,0.138,35.162,1.196,1.576,1.425,7.0,6.0,13.0,14,12,0,0,0.009148803
1900-01-01 22:30:00,8CLTE,2.324,0.505,0.13,0.02,9.211,0.473,1.031,1.011,3.0,2.0,5.0,30,22,0,0,0.0043435986
1900-01-01 09:30:00,8ALTE,22.635,2.526,0.694,0.104,35.762,1.355,1.384,1.162,6.0,4.0,10.0,28,9,0,0,0.009338397
1900-01-01 12:30:00,3BLTE,26.071,4.042,0.902,0.151,24.555,2.207,1.647,1.546,7.0,7.0,14.0,8,12,0,0,0.021766236
1900-01-01 04:30:00,5ALTE,2.728,0.505,0.034,0.008,4.187,0.334,1.041,1.011,3.0,2.0,5.0,13,4,0,0,0.0021899117
1900-01-01 13:45:00,1BLTE,28.496,2.728,0.86,0.159,18.268,5.358,1.425,1.132,7.0,5.0,12.0,4,13,0,0,0.05977393
1900-01-01 22:30:00,7CLTE,0.202,0.808,0.284,0.026,13.064,0.451,1.071,0.01,3.0,2.0,5.0,24,22,0,0,0.0148314815
1900-01-01 14:30:00,4BLTE,27.688,3.941,0.982,0.117,33.702,0.751,1.536,1.243,9.0,5.0,14.0,11,14,0,0,0.0123975435
1900-01-01 05:30:00,7ALTE,0.0,0.404,0.052,0.011,1.104,0.07,1.051,0.01,3.0,1.0,4.0,22,5,0,0,0.0027492505
1900-01-01 09:30:00,4CLTE,12.227,2.627,0.659,0.076,25.734,1.185,1.283,1.202,5.0,5.0,10.0,12,9,0,0,0.038580056
1900-01-01 14:30:00,6CLTE,8.387,0.707,0.147,0.023,12.805,0.711,1.071,0.01,3.0,2.0,5.0,18,14,0,0,0.04011835
1900-01-01 19:15:00,10CLTE,4.951,0.606,0.082,0.014,16.454,0.681,1.051,1.021,3.0,2.0,5.0,2,19,0,0,0.005270903
1900-01-01 14:00:00,8BLTE,18.896,2.829,0.603,0.092,19.176,1.575,1.283,1.182,6.0,5.0,11.0,29,14,0,0,0.055918332
1900-01-01 06:15:00,6CLTE,1.516,0.404,0.027,0.013,1.161,0.156,1.021,0.01,2.0,2.0,4.0,18,6,0,0,0.0060988194
1900-01-01 23:15:00,7WLTE,0.404,1.112,0.066,0.018,3.581,0.488,1.051,0.01,3.0,2.0,5.0,27,23,0,0,0.05507195
1900-01-01 20:00:00,7ULTE,3.032,6.568,1.322,0.103,27.421,0.786,1.607,0.01,8.0,4.0,12.0,25,20,0,0,0.03696858
1900-01-01 15:30:00,1BLTE,20.816,2.627,1.006,0.108,23.424,0.791,1.384,1.162,6.0,4.0,10.0,4,15,0,0,0.061165646
1900-01-01 01:45:00,8CLTE,0.707,0.606,0.564,0.034,19.831,0.568,1.011,1.011,2.0,1.0,3.0,30,1,0,0,0.0027480128
1900-01-01 11:30:00,2ALTE,0.404,0.404,0.014,0.009,0.044,0.023,1.021,0.01,2.0,1.0,3.0,6,11,0,0,0.006171173
1900-01-01 13:30:00,3BLTE,20.816,3.436,0.693,0.119,18.211,0.876,1.607,1.334,7.0,6.0,13.0,8,13,0,0,0.07706401
1900-01-01 22:30:00,1BLTE,22.089,2.786,0.852,0.095,31.511,3.466,1.264,1.095,6.0,4.0,10.0,4,22,0,0,0.42144278
1900-01-01 15:30:00,10BLTE,10.105,2.324,0.823,0.069,30.873,0.882,1.192,1.051,5.0,3.0,8.0,1,15,0,0,0.040567633
1900-01-01 11:15:00,4ALTE,5.154,1.314,0.344,0.041,9.967,0.602,1.122,1.031,4.0,3.0,7.0,10,11,0,0,0.0055160685
1900-01-01 10:30:00,10CLTE,4.244,0.707,0.113,0.022,3.072,0.341,1.112,1.061,4.0,3.0,7.0,2,10,0,0,0.017963989
1900-01-01 14:30:00,3ALTE,22.736,4.547,1.94,0.135,24.615,1.753,1.637,1.172,8.0,4.0,12.0,7,14,0,0,0.09006995
1900-01-01 06:00:00,7WLTE,0.101,0.808,0.05,0.011,0.523,0.134,1.031,0.01,2.0,2.0,4.0,27,6,0,0,0.012485554
1900-01-01 08:00:00,10ALTE,8.892,1.011,0.3,0.05,6.674,0.83,1.101,1.051,4.0,3.0,7.0,0,8,0,0,0.0076667597
1900-01-01 04:15:00,5CLTE,3.941,0.505,0.076,0.016,3.165,0.956,1.051,1.011,3.0,2.0,5.0,15,4,0,0,0.0020840168
1900-01-01 10:45:00,4ALTE,4.143,0.707,0.155,0.028,6.124,0.93,1.071,1.021,3.0,2.0,5.0,10,10,0,0,0.0025886034
1900-01-01 08:30:00,5ALTE,6.972,1.314,0.302,0.054,9.719,0.645,1.152,1.081,4.0,3.0,7.0,13,8,0,0,0.03438131
1900-01-01 14:00:00,6WLTE,2.829,4.446,0.673,0.077,19.695,0.916,1.384,0.01,5.0,3.0,8.0,21,14,0,0,0.05128114
1900-01-01 12:30:00,8ALTE,30.214,3.941,1.146,0.146,28.139,1.086,1.647,1.233,9.0,6.0,15.0,28,12,0,0,0.02998028
1900-01-01 03:45:00,7VLTE,0.303,0.909,0.016,0.007,1.673,0.283,1.031,0.01,3.0,2.0,5.0,26,3,0,0,0.042391445
1900-01-01 08:45:00,7BLTE,0.0,0.0,0.114,0.022,8.68,0.833,1.132,0.01,5.0,2.0,7.0,23,8,0,0,0.011391195
1900-01-01 11:30:00,1BLTE,20.917,3.537,1.175,0.105,25.949,1.217,1.374,1.162,7.0,4.0,11.0,4,11,0,0,0.06984211
1900-01-01 20:45:00,6CLTE,4.648,0.707,0.234,0.033,10.409,2.466,1.071,0.01,3.0,2.0,5.0,18,20,0,0,0.041939404
1900-01-01 21:15:00,9ALTE,2.425,0.606,0.137,0.021,3.961,0.285,1.051,1.011,3.0,2.0,5.0,31,21,0,0,0.0051212795
1900-01-01 09:45:00,10CLTE,5.962,0.909,0.268,0.023,8.826,0.629,1.061,1.041,3.0,3.0,6.0,2,9,0,0,0.006739912
1900-01-01 18:15:00,7BLTE,0.606,1.819,0.51,0.075,16.484,1.285,1.485,0.01,7.0,3.0,10.0,23,18,0,0,0.009711411
1900-01-01 00:45:00,4CLTE,7.882,1.213,0.23,0.027,9.653,0.623,1.101,1.061,3.0,3.0,6.0,12,0,0,0,0.013751087
1900-01-01 00:45:00,9BLTE,2.021,0.606,0.085,0.011,1.401,0.107,1.021,1.011,2.0,2.0,4.0,32,0,0,0,0.0043543577
1900-01-01 00:30:00,7ULTE,0.505,1.314,0.081,0.026,4.471,1.838,1.091,0.01,4.0,2.0,6.0,25,0,0,0,0.07658285
1900-01-01 11:45:00,5BLTE,30.315,9.701,2.465,0.171,39.279,3.364,1.748,1.526,8.0,7.0,15.0,14,11,0,0,0.0047218525
1900-01-01 13:15:00,9BLTE,3.638,0.505,0.047,0.014,2.463,0.18,1.051,1.021,3.0,3.0,6.0,32,13,0,0,0.0020795688
1900-01-01 13:15:00,4BLTE,31.427,3.739,1.075,0.124,26.071,3.34,1.597,1.243,8.0,6.0,14.0,11,13,0,0,0.015100807
1900-01-01 08:15:00,5CLTE,10.408,1.011,0.244,0.025,5.525,0.32,1.152,1.021,4.0,3.0,7.0,15,8,0,0,0.003921553
1900-01-01 22:45:00,2ALTE,0.808,0.505,0.138,0.017,3.737,0.156,1.011,0.01,2.0,1.0,3.0,6,22,0,0,0.01007568
1900-01-01 16:45:00,3ALTE,14.753,1.213,0.218,0.041,7.652,0.692,1.172,1.061,5.0,4.0,9.0,7,16,0,0,0.026031751
1900-01-01 11:45:00,1ALTE,16.517,2.886,0.769,0.211,23.022,9.438,1.592,1.095,7.0,4.0,11.0,3,11,0,0,0.16470909
1900-01-01 08:30:00,10CLTE,2.728,0.707,0.096,0.015,7.539,0.454,1.031,1.011,3.0,2.0,5.0,2,8,0,0,0.009891958
1900-01-01 13:15:00,7WLTE,2.93,4.143,0.676,0.105,15.881,2.065,1.496,0.01,6.0,4.0,10.0,27,13,0,0,0.011337701
1900-01-01 21:00:00,7VLTE,1.314,2.728,0.401,0.046,15.688,0.74,1.213,0.01,5.0,3.0,8.0,26,21,0,0,0.075911246
1900-01-01 14:00:00,1CLTE,26.666,4.876,1.603,0.129,52.255,1.611,1.572,1.303,8.0,6.0,14.0,5,14,0,0,0.38677222
1900-01-01 20:30:00,10BLTE,5.255,0.707,0.148,0.019,4.114,0.405,1.051,1.021,3.0,2.0,5.0,1,20,0,0,0.005838189
1900-01-01 09:15:00,8ALTE,26.576,3.436,1.408,0.132,51.36,1.821,1.496,1.152,8.0,5.0,13.0,28,9,0,0,0.012039439
1900-01-01 15:00:00,1ALTE,28.092,3.537,1.122,0.305,19.927,27.794,1.708,1.233,8.0,6.0,14.0,3,15,0,0,0.015490945
1900-01-01 03:15:00,1BLTE,3.032,1.112,0.929,0.02,42.508,0.294,1.061,1.021,3.0,3.0,6.0,4,3,0,0,0.005091645
1900-01-01 04:00:00,7CLTE,0.0,0.404,0.018,0.011,0.243,0.186,1.011,0.01,2.0,1.0,3.0,24,4,0,0,0.0017657207
1900-01-01 22:15:00,7WLTE,0.808,1.516,0.185,0.023,9.742,0.425,1.132,0.01,5.0,3.0,8.0,27,22,0,0,0.054121617
1900-01-01 13:00:00,6BLTE,19.907,1.718,0.309,0.039,15.95,1.151,1.162,0.01,5.0,4.0,9.0,17,13,0,0,0.1628327
1900-01-01 15:45:00,4BLTE,28.597,6.164,1.969,0.166,30.527,1.23,1.718,1.253,9.0,5.0,14.0,11,15,0,0,0.02091108
1900-01-01 12:15:00,1CLTE,24.454,2.627,0.519,0.09,12.967,1.066,1.384,1.304,6.0,6.0,12.0,5,12,0,0,0.11981437
1900-01-01 14:45:00,10CLTE,5.659,0.505,0.045,0.014,2.487,0.291,1.051,1.021,3.0,2.0,5.0,2,14,0,0,0.002074957
1900-01-01 04:00:00,6BLTE,8.993,7.377,3.793,0.514,57.479,46.31,1.101,0.01,4.0,3.0,7.0,17,4,0,0,0.117236115
1900-01-01 05:15:00,6CLTE,0.808,0.404,0.02,0.012,0.345,0.254,1.011,0.01,2.0,1.0,3.0,18,5,0,0,0.0024322604
1900-01-01 04:15:00,5ALTE,0.404,0.404,0.014,0.008,0.249,0.072,1.011,1.011,1.0,1.0,2.0,13,4,0,0,0.0008706059
1900-01-01 01:30:00,3ALTE,7.074,1.415,0.331,0.034,11.638,0.314,1.071,1.041,3.0,3.0,6.0,7,1,0,0,0.020880098
1900-01-01 13:00:00,9ALTE,14.046,2.021,0.593,0.057,23.403,2.407,1.213,1.101,5.0,4.0,9.0,31,13,0,0,0.036083452
1900-01-01 02:30:00,5BLTE,7.478,0.505,0.037,0.013,5.47,0.275,1.071,1.031,3.0,3.0,6.0,14,2,0,0,0.00067655044
1900-01-01 08:15:00,6ULTE,1.617,2.223,0.285,0.044,5.003,0.52,1.213,0.01,5.0,4.0,9.0,19,8,0,0,0.038078453
1900-01-01 14:45:00,8CLTE,7.983,1.415,0.54,0.052,19.24,0.699,1.132,1.031,4.0,3.0,7.0,30,14,0,0,0.01384499
1900-01-01 12:45:00,1CLTE,25.263,3.638,0.68,0.119,22.768,0.781,1.637,1.374,8.0,6.0,14.0,5,12,0,0,0.0832733
1900-01-01 01:00:00,1BLTE,12.732,1.718,0.757,0.065,24.813,1.049,1.213,1.051,4.0,4.0,8.0,4,1,0,0,0.023911517
1900-01-01 14:45:00,3BLTE,18.29,4.547,1.115,0.104,41.745,5.0,1.354,1.263,6.0,5.0,11.0,8,14,0,0,0.1646702
1900-01-01 01:45:00,10ALTE,4.648,1.011,0.452,0.028,18.923,0.85,1.041,1.021,3.0,3.0,6.0,0,1,0,0,0.010829865
1900-01-01 14:15:00,7BLTE,0.707,2.425,0.977,0.081,71.519,0.869,1.556,0.01,7.0,3.0,10.0,23,14,0,0,0.0060087373
1900-01-01 00:15:00,10BLTE,2.223,0.606,0.119,0.016,7.637,0.186,1.041,1.011,3.0,2.0,5.0,1,0,0,0,0.0064560254
1900-01-01 14:30:00,7BLTE,0.505,1.819,0.561,0.065,31.434,0.967,1.374,0.01,6.0,3.0,9.0,23,14,0,0,0.011781756
1900-01-01 20:45:00,8ALTE,17.313,4.179,0.983,0.085,14.075,0.677,1.313,1.204,6.0,5.0,11.0,28,20,0,0,0.35356402
